rxn_smiles,dE0,dHrxn298
[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]([C:2][H:9])([C@:5]1([H:13])[C:4]([H:11])([H:12])[C:3]([H:10])=[N:6]1)([H:7])[H:8],65.13054,58.54506
[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[N:6]2[H:9],55.39236,46.98415
[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23>>[C:1]1([H:7])=[C:2]([H:9])[N:6]2[C:3]([H:8])([H:10])[C:4]([H:11])([H:12])[C@@:5]12[H:13],97.93085,1.8772799999999998
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:13])[C@@:4]([H:11])([C:3]1([H:9])[H:10])[N:5]2[H:12],52.434580000000004,17.24087
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]([C@:3]1([H:10])[C:2]([H:9])=[C:6]([H:13])[N:5]=[C:4]1[H:11])([H:7])([H:8])[H:12],57.22525,-63.77069
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1](=[C:3]([C@@:4]1([H:11])[N:5]([H:12])[C@:6]1([C:2][H:9])[H:13])[H:10])([H:7])[H:8],52.71382,38.77134
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])([H:13])[N:5]([H:12])[C:6]2,55.110519999999994,-22.21898
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]2([N:5]([C:6][H:13])[H:12])[H:11],59.57971,20.10023
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])=[C:2]([H:9])[C:3]1([C@@:4]1([H:11])[N:5]=[C:6]1[H:13])[H:10].[H:8][H:12],78.23057,37.4345
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N+:5]1([H:12])[C-:4]([H:11])[C@:6]21[H:13],106.44113,38.691340000000004
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2]([C@@:6]2([H:13])[C:4][N:5]2[H:12])([H:9])[C:3]1([H:10])[H:11],57.38544,12.49048
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2][C@@:3]1([C@@:4]1([H:11])[N:5]([H:12])[C:6]1([H:9])[H:13])[H:10],63.36111999999999,47.94996
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]([N:5]([H:12])[H:13])([H:11])[C:6]2,57.52873,23.22372
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[C@@:4]2([H:11])[C@:3]1([H:10])[N:5]2[H:12],36.485170000000004,-45.52082
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])=[N:5][C:6]2([H:12])[H:13],51.09316,-54.1187
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[N:5]([H:12])[C:4]([H:11])=[C:3]1[H:10],42.92067,-63.4452
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13]>>[C:1]([C@:3]1([H:10])[C@@:2]2([H:9])[C@:4]1([H:11])[N:5]=[C:6]2[H:13])([H:7])([H:8])[H:12],57.182880000000004,-19.12034
[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1>>[C:4](=[C:5]=[O:6])([H:7])[H:8].[O:1]=[C:2]=[O:3],60.34929,-10.63862
[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1>>[O:1]=[C:2]1[C@:5]([C:4](=[O:3])[H:7])([H:8])[O:6]1,64.01629,31.94383
[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1>>[O:1]=[C:2]1[O+:3]=[C-:4][C:5]([H:7])([H:8])[O:6]1,60.98093000000001,42.90668
[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1>>[O:1]=[C:2]([O:3][H:7])[O:6][C:5](=[C:4])[H:8],90.06701,78.29462
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[C:5](=[O:6])([H:10])[H:11].[N:1](=[C:2](/[C:3](=[O:4])[H:8])[H:9])\[H:7],79.95255,29.28612
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1](=[C:2](\[O:6][C:5]([O+:4]=[C-:3][H:9])([H:10])[H:11])[H:8])\[H:7],89.13266,66.54989
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[H:8][H:9].[N:1](=[C:2]1/[C-:3]=[O+:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],85.39112,69.47216999999999
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]1([H:7])[C:2](=[O:6])[C:3]([H:8])([H:9])[O:4][C:5]1([H:10])[H:11],59.65278000000001,-11.95842
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]#[C:2][C:3]([O:4][C:5]([O:6][H:7])([H:10])[H:11])([H:8])[H:9],64.26243000000001,5.86412
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]1([H:7])[C:2]2([C:3]1([H:8])[H:9])[O:4][C:5]([H:10])([H:11])[O:6]2,95.50948000000001,41.86079
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1](=[C:2](/[C:3]([O+:4]=[C-:5][H:11])([H:8])[H:9])[O:6][H:10])\[H:7],79.18188,61.131780000000006
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1](=[C:2](/[C:3]([O:4][H:11])([H:8])[H:9])[O+:6]=[C-:5][H:10])\[H:7],74.16939,62.873540000000006
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]([C:2]1=[C:3]([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)([H:7])[H:8],75.31924000000001,14.604029999999998
[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7]>>[N:1]1([H:7])[C:2](=[O:6])[C:3]1([H:8])[H:9].[O:4]=[C:5]([H:10])[H:11],61.8599,40.83788
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]([C+:2]=[C:3]([O-:4])[C:5]#[N:6])[H:7],82.41201,48.4905
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[C:3](=[O:4])=[C:5]=[N:6][H:7].[O+:1]#[C-:2],39.98908,35.69644
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]=[C:2]([C:3](=[O:4])[N+:6]#[C-:5])[H:7],44.33302,13.382629999999999
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[C+:3]([O:4][H:7])=[C:5]=[N-:6].[O+:1]#[C-:2],53.39436,41.473490000000005
[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7]>>[O:1]=[C:2]([O+:4]=[C:3]=[C:5]=[N-:6])[H:7],48.25547,46.94017
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]=[C:3]([C@@:4]1([H:9])[O:5][C:6]1([H:8])[H:10])[H:7],84.10118,-2.45729
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O-:1][C:2]1=[C+:6][C@@:4]([O:5][H:10])([H:9])[C:3]1([H:7])[H:8],65.10837,61.78269
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[O:5][C@@:6]1([C:4][H:9])[H:10],102.42706,67.74647
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]1[C:2](=[C:3]([H:7])[H:8])[C@@:6]1([C:4](=[O:5])[H:9])[H:10],56.351659999999995,2.75545
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]([C@@:6]1([H:10])[C:3]([H:7])=[C:4]([H:9])[O:5]1)[H:8],85.90795,3.17917
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O-:1][C:2]1=[C:6]=[O+:5][C:4]([H:9])([H:10])[C:3]1([H:7])[H:8],62.447340000000004,15.250770000000001
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]([C:3]([H:7])([H:8])[H:9])[C@@:6]1([H:10])[C-:4]=[O+:5]1,58.53086,23.290110000000002
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@:4]1([O+:5]=[C-:6][H:10])[H:9],90.49853,68.38919
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]([C:2]1=[C:6]2[C@@:4]([H:9])([C:3]1([H:7])[H:8])[O:5]2)[H:10],79.53759000000001,54.564280000000004
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4][C@:6]1([O:5][H:9])[H:10],63.67482,60.16903000000001
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]=[C:6]([O:5][C:4](=[C:3]([H:7])[H:8])[H:9])[H:10],30.666959999999996,3.50449
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]([C:2]1=[C:3]([H:7])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10])[H:8],79.85719,26.11609
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O+:1](=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:6]1[H:10])[O-:5],128.56071,79.1669
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:6]1([C:4](=[O:5])[H:9])[H:10],48.85203,-6.922739999999999
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2](/[C:3](=[C:4](\[C:6](=[O:5])[H:10])[H:9])[H:7])[H:8],84.1483,-25.30985
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O:1]=[C:2]1[C:3]([H:7])([H:8])[C-:4]=[O+:5][C:6]1([H:9])[H:10],57.45454,12.57922
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10]>>[O-:1][C:2](=[C+:3][H:8])[C@@:6]1([H:10])[C:4]([H:7])([H:9])[O:5]1,77.90454,65.80381
[c:1]1([H:7])[n:2][n:3][c:4]([H:8])[n:5][n:6]1>>[C:1](#[N:6])[H:7].[C:4](#[N:5])[H:8].[N:2]#[N:3],39.95493,-55.37305
[c:1]1([H:7])[n:2][n:3][c:4]([H:8])[n:5][n:6]1>>[C:1](#[N+:2][N-:3][C-:4]([N+:5]#[N:6])[H:8])[H:7],58.986880000000006,56.10651
[C:1]([N:2]1[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])([H:5])([H:6])[H:7]>>[C:1]([N+:2]1([H:11])[C:3]([H:8])([H:9])[C-:4]1[H:10])([H:5])([H:6])[H:7],63.58988000000001,50.67344
[C:1]([N:2]1[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])([H:5])([H:6])[H:7]>>[C-:1]([N+:2]1=[C:3]([H:8])[C:4]1([H:10])[H:11])([H:6])[H:7].[H:5][H:9],82.4376,69.37769
[C:1]([N:2]1[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])([H:5])([H:6])[H:7]>>[C:1]([N+:2]([C-:3]([H:8])[H:9])=[C:4]([H:10])[H:11])([H:5])([H:6])[H:7],44.72763,19.92391
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C+:1]([N:2]([C:3]([N:4]([H:9])[H:11])=[C:5]([O-:6])[H:12])[H:10])([H:7])[H:8],55.80681,26.707659999999997
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([C:3]([N:4]([O-:6])[H:11])=[C+:5][H:12])[H:10])([H:7])([H:8])[H:9],131.51216000000002,127.99271
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]=[C:3]=[N:4][H:11])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:10])[H:12],93.05683,27.741640000000004
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N+:2](=[C-:3][N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],50.68719,17.92587
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([H:7])([H:8])([H:9])[H:10].[N:2](=[C:3]=[N:4][H:11])[C:5](=[O:6])[H:12],96.40135,9.56907
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([H:10])[H:11])([H:7])([H:8])[H:9].[C:3](#[N:4])[C:5](=[O:6])[H:12],60.67423,23.80229
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1](=[N:2][H:10])([H:7])[H:8].[C:3](=[N:4][H:11])=[C:5]([O:6][H:9])[H:12],83.49707,53.092130000000004
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([c:3]1[n:4]([H:11])[o:6][c:5]1[H:12])[H:10])([H:7])([H:8])[H:9],90.63351999999999,75.16374
[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([C:3]#[N:4])[H:10])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:11])[H:12],84.18222,25.817870000000003
[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[O:2])([H:8])[H:9].[C:3](=[O:4])([C:5]([O:6][H:12])([H:10])[H:11])[H:7],78.14563000000001,34.86844
[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O+:2]=[C-:3][O:4][C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],97.29356999999999,53.575990000000004
[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:3](=[O:4])[C:5](=[O:6])[H:11])([H:7])([H:8])[H:9].[H:10][H:12],96.39103,26.96616
[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([O:4][H:12])[C:5]([H:10])([H:11])[O:6]1)([H:7])([H:8])[H:9],56.56064,34.19461
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][C:4]([O+:6]=[C-:5][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],100.9833,58.0253
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3]/[C:4](=[C:5](/[O:6][H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],66.79423,8.6195
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C@@:5]1([O:6][H:7])[H:14],79.16126,-4.71154
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O+:3][C:4](=[C:5]([O-:6])[H:14])[H:12])[H:11])([H:7])([H:8])[H:9].[H:10][H:13],70.00291,63.181309999999996
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([H:7])([H:8])([H:9])[H:13].[C:2](=[O+:3][C:4](=[C:5]([O-:6])[H:14])[H:12])([H:10])[H:11],86.86881,59.57265
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C-:5]#[O+:6].[C:1]([C:2]([H:10])([H:11])[H:14])([H:7])([H:8])[H:9].[O:3]=[C:4]([H:12])[H:13],71.29562,3.43614
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][O:6][C:5](=[C:4]([H:12])[H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],88.13821,60.11976
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][C@:5]1([H:14])[C:4]([H:12])([H:13])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9],76.235,15.94466
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:11])([H:7])([H:8])[H:9].[C:4](=[C:5]([O:6][H:10])[H:14])([H:12])[H:13],56.12558000000001,8.17703
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[O:3]([C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])[H:7],65.98931,16.57592
[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][C:4](=[C:5]=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[H:13][H:14],79.91016,37.93336
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]1([H:6])([H:7])[O:2][C@:5]1([C:4](=[C:3]([H:8])[H:9])[H:10])[H:11],72.98214,18.875339999999998
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]([O:2][C:3]([C:4](=[C:5])[H:10])([H:8])[H:9])([H:6])([H:7])[H:11],79.57547,76.27015
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]([O:2][H:8])(/[C:5](=[C:4](\[C:3][H:9])[H:10])[H:11])([H:6])[H:7],75.47668,71.09076999999999
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]1([H:6])([H:7])[O+:2]=[C-:3][C:4]([H:10])=[C:5]1[H:11].[H:8][H:9],78.5279,59.55216
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]1([H:6])=[C:5]=[C:4]([H:10])[C:3]([H:8])([H:9])[O:2]1.[H:7][H:11],96.8054,75.62491999999999
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]1,66.72247,62.69635
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]([C:5]#[C:4][H:10])([H:6])([H:7])[H:11].[O:2]=[C:3]([H:8])[H:9],104.27805,33.23537
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([c:2]1[n:3]([H:10])[c-:4][c:5]([H:11])[o+:6]1)([H:7])([H:8])[H:9],86.88414,47.841609999999996
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]#[N+:3][C:4](=[C:5]([O-:6])[H:11])[H:10])([H:7])([H:8])[H:9],47.25475,48.66747
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[N:3][C:4]([H:10])([H:11])[C-:5]=[O+:6]1)([H:7])([H:8])[H:9],63.11628,51.4856
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1](=[C:2]1[N:3]([H:7])[C:4]([H:10])=[C:5]([H:11])[O:6]1)([H:8])[H:9],78.03481,26.751790000000003
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]=[C:4]=[C:5]([H:10])[H:11])=[O:6])([H:7])([H:8])[H:9],82.29202,22.46865
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1](=[C:2]1[N:3]=[C:4]([H:10])[C:5]([H:7])([H:11])[O:6]1)([H:8])[H:9],87.71525,20.17191
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([N:3]=[C:2]=[O:6])([H:7])([H:8])[H:9].[C:4](#[C:5][H:11])[H:10],107.0929,44.59534
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[N:3][C@@:4]1([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],77.55569,39.62001
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1](=[C:2]1[N-:3][C:4]([H:10])=[C:5]=[O+:6]1)([H:8])[H:9].[H:7][H:11],131.63566,88.13241
[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:6]/[C:5](=[C:4](\[N+:3]#[C-:2])[H:10])[H:11])([H:7])([H:8])[H:9],109.37671,47.50972
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3](=[C:5]=[C:6]([O:4][H:11])[H:12])[H:10])([H:8])[H:9])[H:7],68.98079,0.95326
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[C:3]([O:4][H:7])([C:5]#[C:6][H:12])([H:10])[H:11].[O:1]=[C:2]([H:8])[H:9],98.67053,18.81635
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2](/[C:3]([O:4][H:11])=[C:5](/[C:6][H:12])[H:10])([H:8])[H:9])[H:7],72.95793,44.378659999999996
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7]>>[C:3]([O:4][H:11])(=[C:5]=[C:6]([H:7])[H:12])[H:10].[O:1]=[C:2]([H:8])[H:9],41.83596,15.81722
